Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,Inf,Inf,"",Inf,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Standard,,Inf,0,"",75.999999999723,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Paraxial,,Inf,358.855949348762,"",75.999999999723,Inf,392,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Standard,,102.255,3.69,"1.81,25.5",12.44,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Standard,,-76.2939999999999,3.24,"",12.44,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Standard,,-61.0629999999999,1.2,"1.90,37.4",11.3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Standard,,16.888,10.64,"1.60,38.0",11.41,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Standard,,-34.524,1.2,"1.82,46.6",11.75,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,Standard,,37.047,0.46,"",12.31,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,Standard,,26.804,6.35,"1.67,35.6",13.98,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,Standard,,-95.8130000000002,3.46,"",13.98,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Standard,,-35.439,1.5,"1.90,37.4",13.78,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,Standard,,26.155,13.21,"1.67,35.6",15.57,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Standard,,-37.965,0.25,"",17.32,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,Standard,,-56.043,1.8,"1.92,20.9",17.94,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15,Standard,,1008.919,12.42,"1.52,52.4",20.56,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,Standard,,-26.712,0,"",20.56,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17,Standard,,Inf,13.58,"",15.3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Standard,,Inf,Inf,"",21.64,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
