Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,Inf,Inf,"",Inf,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Standard,,380.79,13.51,"1.62,63.4",53.48,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Standard,,-229.75,0.14,"",53.48,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Standard,,-238.11,8,"1.76,27.5",53.48,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Standard,,129.37,2.09,"",53.48,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Standard,,133.23,13.25,"1.78,25.6",53.48,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Standard,,-1131.67,340.62,"",53.48,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Standard,,Inf,0,"",15.0415,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,Standard,,239.28,2.99,"1.70,30.1",22.23,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,Standard,,655.220000000001,0.5,"",22.23,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,Standard,,Inf,3.7,"1.57,63.1",22.23,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Standard,,117.99,317.29,"",22.23,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,Standard,,Inf,Inf,"",21.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
