Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,Inf,Inf,"",Inf,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Standard,,43.3618200000001,1.149,"1.55,63.5",15.45,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Standard,,18.28548,14.8566,"",12.72,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Standard,,48.65304,3.804,"1.62,58.1",8.715,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Standard,,-137.1258,0.3798,"",7.455,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Standard,,14.94852,4.9554,"1.62,38.0",7.485,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Standard,,-44.11026,1.119,"1.72,38.0",6.595,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Standard,,13.1331,3,"",5.925,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,Standard,,Inf,1.7556,"",5.687,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,Standard,,-43.3618200000001,0.7992,"1.60,38.3",5.88,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,Standard,,15.38508,5.3454,"1.64,55.5",6.23,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Standard,,-22.04706,67.05,"",7.655,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,Standard,,Inf,Inf,"",21.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
