Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,Inf,Inf,"",Inf,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Standard,,76.44,8.5,"1.52,64.1",25.05,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Standard,,-266.34,16,"",25.05,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Standard,,-144.54,3,"1.76,27.5",21.13,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Standard,,350.94,2,"",21.13,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Standard,,47.4999999999999,6.5,"1.52,64.1",20.395,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Standard,,98.1399999999997,28.1,"",20.395,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Standard,,Inf,38.9,"",14.365,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,Standard,,-28.22,2,"1.77,49.6",11.99,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,Standard,,-83.4199999999997,1,"",11.99,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,Standard,,462.900000000001,3.5,"1.81,25.4",12.79,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Standard,,-102.78,52.3,"",12.79,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,Standard,,Inf,Inf,"",21.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
