Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,Inf,Inf,"",Inf,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Standard,,62.5399999999999,10,"1.57,63.0",27.15,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Standard,,-281.5,5.5,"",27.15,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Standard,,-140,4,"1.73,28.1",25.23,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Standard,,448.7,32.64,"",25.23,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Standard,,Inf,4.16,"",18.2445,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Standard,,-117,5,"1.74,40.8",19.57,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Standard,,-62.6,18.2,"",19.57,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,Standard,,-37.3,4,"1.50,56.3",14.99,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,Standard,,-78.6599999999998,103.24,"",14.99,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,Standard,,Inf,Inf,"",21.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
