Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,7239458.233416612,130819.68004041509,nan,12861.682062363132,0.0,,,,,,,,
1,Standard,,7239458.233416612,-1008.55203991321,nan,13.15,0.0,,,,,,,,
2,Paraxial,,7239458.233416612,168.044776964292,nan,114.6547987529,inf,194.0,,,,,,,
3,Standard,,-209.3701,3.1,"1.81,22.8",13.15,0.0,,,,,,,,
4,Standard,,-40.4111999999999,4.33,"1.81,22.8",13.15,0.0,,,,,,,,
5,Even Asphere,,-24.5634,1.5,"1.85,40.1",12.52,-1.65,0.0,2.06e-06,-2.012e-09,5.132e-11,-7.89e-14,0.0,0.0,0.0
6,Standard,,82.7002,0.3,"1.85,40.1",13.975,0.0,,,,,,,,
7,Standard,,60.4995000000002,9.1,"1.60,38.0",14.63,0.0,,,,,,,,
8,Standard,,-18.6013,1.4,"1.60,38.0",14.63,0.0,,,,,,,,
9,Standard,,-34.2211,0.5,"1.88,40.1",16.05,0.0,,,,,,,,
10,Standard,,-34.0899,1.5,"2.00,29.1",16.05,0.0,,,,,,,,
11,Standard,,2331.0,0.3,"2.00,29.1",17.96,0.0,,,,,,,,
12,Standard,,157.3225,8.2,"1.57,53.0",19.43,0.0,,,,,,,,
13,Standard,,-31.2399,12.9982,"1.57,53.0",19.43,0.0,,,,,,,,
14,Standard,,7239458.233416612,130819.68004041509,"1.57,53.0",21.63,0.0,,,,,,,,
