Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,inf,inf,,inf,0,,,,,,,,
1,Standard,,99.0210000000001,11.5,"1.50,81.9",32.965,0,,,,,,,,
2,Standard,,-140.839,2.1,"1.50,81.9",32.965,0,,,,,,,,
3,Standard,,-138.056,3.7,"1.75,35.0",31.44,0,,,,,,,,
4,Standard,,373.0,6.3,"1.75,35.0",31.44,0,,,,,,,,
5,Standard,,77.7740000000001,9.2,"1.66,50.8",30.69,0,,,,,,,,
6,Standard,,240.0,58.1,"1.66,50.8",30.69,0,,,,,,,,
7,Standard,,inf,32.8,"1.66,50.8",15.7515,0,,,,,,,,
8,Standard,,-35.5,1.8,"1.51,54.6",11.24,0,,,,,,,,
9,Standard,,-549.999999999999,0.5,"1.51,54.6",11.24,0,,,,,,,,
10,Standard,,220.0,5.0,"1.80,45.4",11.07,0,,,,,,,,
11,Standard,,-162.193,41.26,"1.80,45.4",11.07,0,,,,,,,,
12,Standard,,inf,inf,"1.80,45.4",21.6,0,,,,,,,,
